1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031441,1,1291,67,1,1291,10:00,1280,12:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1003144,10031442,1,1291,67,2,1280,13:00,1291,15:00
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110061,1,1291,68,1,1291, 7:35,99, 7:45
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
1011006,10110062,1,1291,68,2,99, 9:45,99, 9:50
