9.533674685,11.86124431,12.70254704,17.6425282,18.21368197,18.24886688,18.31705449,18.61583017,18.65696566,20.04184213,21.15219041,22.69530088,,,,,,,,
5.124113969,8.28591379,10.37715434,13.46616151,13.76045695,15.46616151,16.46798745,17.07335096,17.37061521,18.29707779,,,,,,,,,,
4.542183486,14.01339344,14.95743141,15.70471869,16.16207303,16.18424102,17.27080902,17.89753683,19.87274226,21.56652328,,,,,,,,,,
0.094073196,4.633479013,6.173741407,11.42811089,12.86281266,14.71829234,14.81818665,,,,,,,,,,,,,
11.15947067,11.29676749,12.62206604,14.19270958,15.22377486,16.03608845,18.17869157,18.95626875,21.12464338,21.28968909,23.31917432,,,,,,,,,
0.03501048,2.147865529,9.42142046,10.95892129,14.34113411,14.49634047,18.16518327,,,,,,,,,,,,,
3.777506802,5.124777163,11.71041768,12.52770405,14.87453641,15.68796187,16.38479394,17.0802419,17.217896,20.68386671,21.35084568,,,,,,,,,
1.563766804,9.785044251,10.91453444,11.20100092,12.98228481,13.5013107,14.05038219,14.83094319,17.76942775,17.88642964,18.30306842,18.97843196,19.69043274,21.77660042,23.53189566,23.94031011,,,,
6.227480297,8.703734269,13.16907287,14.75717912,15.93122282,16.13274573,16.16931779,16.54743503,17.62966141,20.73477528,,,,,,,,,,
2.659522071,3.250900611,3.484026958,9.688888915,9.766454488,11.04502807,11.20893124,16.74440106,16.83446826,17.52899092,17.61962019,19.40231306,20.60063059,,,,,,,
1.936455676,2.592484697,3.981606814,15.42053059,15.47375954,15.85219249,17.50082735,17.97156278,18.15331204,18.63988729,23.41325118,,,,,,,,,
0.142548133,11.19065831,12.62620973,12.72149836,14.97021174,15.51953034,15.60185436,17.53817869,18.96822079,,,,,,,,,,,
8.102920742,8.241089773,11.24987271,12.81422553,15.36895709,17.2178372,17.61440456,17.67376997,20.64812548,20.66332832,23.1121379,23.69643355,,,,,,,,
0.399321033,9.550462222,11.17586673,12.42174662,12.4373803,12.9026465,13.50128611,15.00325669,15.68246532,17.16068721,17.34626634,17.46672182,19.4303584,19.91253096,22.04886682,23.38257344,,,,
4.871532894,8.339755555,12.06304211,13.76410199,14.94082101,15.09418762,15.76693608,16.18426217,16.28284356,21.35113142,,,,,,,,,,
